,,,,,,,,,,,,,
,US12,Cuestionario IBS-SSS Periódico,"Como paciente, quiero recibir una notificación cada dos semanas que me invite a completar el cuestionario IBS-SSS dentro de la aplicación, para que el sistema y mi nutricionista puedan evaluar objetivamente si mi condición está mejorando, estabilizándose o empeorando con el tiempo.","CA01 — Cuestionario periódico completado exitosamente
Dado que han transcurrido 14 días desde el último cuestionario IBS-SSS completado y el paciente recibe la notificación correspondiente,
Cuando el paciente accede al cuestionario desde la notificación o desde el menú principal y responde todas las preguntas,
Entonces el sistema calcula el puntaje total, lo almacena con tipo periódico y el número de ciclo correspondiente, actualiza el gráfico de evolución del paciente, notifica al nutricionista asignado del nuevo resultado, y programa automáticamente la siguiente evaluación en 14 días.

CA02 — Recordatorio ante cuestionario no completado en el plazo inicial
Dado que el sistema generó la notificación de evaluación periódica y el paciente no la completó en las primeras 48 horas,
Cuando transcurre ese tiempo sin respuesta,
Entonces el sistema envía un recordatorio adicional, registra el estado del ciclo como pendiente en el panel del nutricionista, y si el cuestionario no se completa en los 7 días siguientes lo registra como ciclo no completado sin bloquear el uso normal de la aplicación.

CA03 — Visualización de resultado post-envío con clasificación clínica y MCID
Dado que un paciente envía el cuestionario IBS-SSS quincenal completo, cuando el backend calcula el puntaje total y lo persiste, entonces el sistema navega automáticamente a una pantalla de resultado que muestra el puntaje sobre 500, el cambio absoluto desde la línea base del paciente, y si la reducción acumulada alcanza o supera los 50 puntos muestra explícitamente ""Respuesta clínica significativa alcanzada"", junto con un sparkline de evolución cuando hay al menos tres puntos históricos registrados.

CA04 — Sin exposición del puntaje antes del envío
Dado que un paciente está respondiendo el cuestionario IBS-SSS quincenal, cuando el paciente ha respondido las cinco preguntas, entonces el sistema no muestra el puntaje calculado, no muestra la diferencia respecto a la línea base ni la categoría de severidad, y el puntaje solo se revela en la pantalla de resultado posterior al envío inmutable de las respuestas.",Should Have,3,2,No se ha iniciado,EP02,,,,
,US13,Notas Clínicas de Contexto,"Como paciente, quiero añadir notas de texto libre a mis registros de comidas o síntomas indicando factores contextuales como mi nivel de estrés, medicamentos tomados o contexto del ciclo menstrual, para enriquecer los datos con información que el sistema y mi nutricionista necesitan para interpretar correctamente mis reacciones.","CA01 — Nota de contexto guardada y asociada correctamente
Dado que un paciente tiene un registro de comida o síntoma guardado,
Cuando accede a ese registro, escribe una nota de hasta 500 caracteres y la guarda,
Entonces el sistema almacena la nota vinculada al registro correspondiente con timestamp, la hace visible para el nutricionista asignado en la vista de detalle del paciente, y la incluye en el contexto que se envía al motor de IA en el próximo ciclo de análisis.

CA02 — Nota vacía o que supera el límite de caracteres
Dado que un paciente intenta guardar una nota de contexto,
Cuando el campo está vacío o supera los 500 caracteres permitidos,
Entonces el sistema no guarda la nota, muestra al usuario un contador de caracteres visible con la indicación del límite, y conserva el texto escrito para que el paciente pueda ajustarlo sin perder lo que ya escribió.",Should Have,2,2,No se ha iniciado,EP02,,,,
,US14,Recepción de Recomendación Dietética,"Como paciente, quiero recibir una notificación cuando haya una recomendación dietética aprobada para mí y poder acceder a ella con el detalle de los alimentos sugeridos y los cambios propuestos, para ajustar mi dieta de forma informada y reducir la probabilidad de sufrir crisis gastrointestinales.","CA01 — Entrega exitosa de recomendación aprobada
Dado que el motor de recomendaciones generó una sugerencia y fue aprobada, ya sea automáticamente por superar el umbral de confianza o manualmente por el nutricionista,
Cuando el sistema actualiza el estado de la recomendación a Approved en la máquina de estados,
Entonces el sistema envía una notificación push al dispositivo del paciente, la recomendación aparece en la pantalla principal marcada como nueva, y al abrirla el paciente puede ver los alimentos sugeridos, los que debe reducir o evitar y los sustitutos propuestos con una justificación breve.

CA02 — Notificación de espera cuando la recomendación está en revisión HITL
Dado que el motor generó una recomendación con score de confianza por debajo del umbral configurado o con indicadores de riesgo nutricional,
Cuando la recomendación entra al flujo de revisión humana con estado Pending_Review,
Entonces el sistema notifica al paciente que hay una recomendación en preparación siendo revisada por su nutricionista, muestra un tiempo estimado de espera, y no bloquea el uso del resto de la aplicación durante ese período.

CA03 — Filtrado estricto por estado HITL al exponer al paciente
Dado que el paciente accede a cualquier superficie que muestre recomendaciones (dashboard, lista, detalle), cuando el sistema carga el contenido, entonces filtra estrictamente por estado APPROVED, MODIFIED_APPROVED o MANUAL_APPROVED, las recomendaciones con estado PENDING o REJECTED no aparecen en ninguna superficie visible al paciente, y los intentos directos de acceder a una recomendación con estado no autorizado por URL o deep link retornan error de no encontrada.

CA04 — Visualización resumida de evolución en dashboard
Dado que un paciente accede al dashboard principal, cuando tiene al menos tres puntos históricos de evaluación IBS-SSS registrados, entonces el sistema muestra un sparkline integrado a la tarjeta de estado clínico con los puntajes conectados en orden cronológico, una línea horizontal punteada que marca el umbral de respuesta clínica significativa (50 puntos por debajo de la línea base), y celebración visual cuando el puntaje actual cruza el umbral.",Must Have,5,3,No se ha iniciado,EP03,,,,
,US15,Explicabilidad de la Recomendación (XAI),"Como paciente, quiero leer una explicación en lenguaje comprensible de por qué el sistema me hace cada recomendación y ver un indicador del nivel de confianza del modelo, para entender el razonamiento clínico, sentirme seguro al aplicar los cambios propuestos y poder comunicarlo a mi médico tratante si lo necesito.","CA01 — Explicación y nivel de confianza visibles correctamente
Dado que un paciente accede al detalle de una recomendación aprobada,
Cuando el sistema carga el contenido de la recomendación,
Entonces muestra una explicación en lenguaje comprensible que describe los patrones identificados en su historial que motivaron la recomendación, junto con un indicador visual del nivel de confianza del modelo expresado en tres niveles (alto, medio y bajo) con una descripción de qué significa cada nivel en términos prácticos.

CA02 — Indicación visible de revisión por el nutricionista
Dado que una recomendación fue revisada y aprobada o editada por el nutricionista antes de llegar al paciente,
Cuando el paciente accede al detalle de esa recomendación,
Entonces la explicación indica de forma visible que fue revisada y validada por su nutricionista, muestra el nombre del profesional que la aprobó y, si el nutricionista dejó una nota clínica, la presenta diferenciada del contenido generado por el sistema.

CA03 — Detalle estructurado en cuatro bloques diferenciados
Dado que un paciente accede al detalle de una recomendación aprobada, cuando el sistema carga el contenido, entonces muestra cuatro bloques visualmente diferenciados: una explicación XAI generada por el LLM con atribución académica fija al pie cuando se mencionan clasificaciones FODMAP, una nota clínica del nutricionista (obligatoria si la recomendación es MODIFIED_APPROVED o MANUAL_APPROVED), una lista de pasos para aplicar la recomendación cuando el template los provee o el nutricionista los redactó manualmente, y un bloque de datos de sustento con cifras extraídas por queries SQL deterministas (conteos de síntomas, comidas y ventana temporal de correlación).",Must Have,3,3,No se ha iniciado,EP03,,,,
,US16,Retroalimentación del Usuario (Feedback Loop),"Como paciente, quiero indicar si apliqué la recomendación recibida y registrar cómo me afectaron mis síntomas después de hacerlo, para que el sistema incorpore mi experiencia real en el ajuste continuo del modelo y las recomendaciones futuras sean más precisas para mi perfil individual.","CA01 — Retroalimentación registrada exitosamente
Dado que han transcurrido al menos 24 horas desde que el paciente recibió una recomendación aprobada,
Cuando el sistema envía la notificación de seguimiento y el paciente indica si aplicó la recomendación, selecciona el resultado percibido entre mejora, sin cambio o empeoramiento, y opcionalmente agrega una nota,
Entonces el sistema almacena el feedback vinculado a la recomendación con timestamp, actualiza el estado de la recomendación a Feedback_Received, y encola los datos para el siguiente ciclo de actualización del modelo.

CA02 — Retroalimentación guardada localmente sin conexión
Dado que un paciente intenta enviar su retroalimentación sin conexión a internet,
Cuando confirma el envío estando offline,
Entonces el sistema almacena el feedback en SQLite local con estado sync_pending, confirma al paciente que quedó registrado correctamente, y lo sincroniza de forma automática cuando se recupera la conexión.reintentar el envío o conservar temporalmente la información hasta que la conexión se restablezca.                                                       
",Should Have,3,3,No se ha iniciado,EP03,,,,
,US17,Validación de Recomendaciones por el Nutricionista,"Como dietista-nutricionista, quiero revisar cada recomendación generada por el sistema que entre en el flujo de revisión clínica, consultar el razonamiento del modelo y decidir si la apruebo, edito o rechazo añadiendo una nota clínica obligatoria, para garantizar que ninguna sugerencia con riesgo nutricional llegue a mis pacientes sin validación profesional.","CA01 — Aprobación exitosa de recomendación con nota clínica
Dado que el nutricionista accede a una recomendación en estado Pending_Review desde su panel,
Cuando revisa el historial del paciente, el razonamiento del modelo y la explicación generada, y selecciona la acción de aprobar con una nota clínica de al menos 20 caracteres,
Entonces el sistema cambia el estado de la recomendación a Approved, registra la acción con el identificador del nutricionista, el timestamp y la nota en el audit log, y desencadena el envío de la notificación al paciente.

CA02 — Rechazo de recomendación con justificación clínica obligatoria
Dado que el nutricionista determina que una recomendación representa un riesgo para el paciente,
Cuando selecciona la acción de rechazar e intenta confirmar sin haber ingresado una nota clínica,
Entonces el sistema no permite completar la acción, indica que la nota clínica es obligatoria para rechazos, y una vez ingresada y confirmada cambia el estado a Rejected, lo registra en el audit log, y notifica al paciente que la recomendación de ese ciclo no está disponible sin exponer el contenido clínico de la nota.

CA03 — Validación obligatoria de nota clínica al modificar
Dado que un nutricionista decide modificar una recomendación antes de aprobarla, cuando intenta confirmar la modificación, entonces el sistema valida que la nota clínica acompañante tenga al menos 10 caracteres de longitud, rechaza la operación si el campo está vacío o por debajo del mínimo, e impide que cualquier recomendación con estado MODIFIED_APPROVED o MANUAL_APPROVED quede persistida sin nota visible al paciente.

CA04 — Inmutabilidad post-aprobación
Dado que una recomendación ya alcanzó cualquiera de los estados terminales (APPROVED, MODIFIED_APPROVED, MANUAL_APPROVED, REJECTED), cuando el nutricionista o cualquier rol intenta modificar los campos clínicos sustantivos (título, descripción, pasos de aplicación, explicación o nota clínica), entonces el sistema rechaza la operación, indica que la única acción posible es archivar y crear una nueva recomendación, y registra el intento en el audit log.",Must Have,5,3,No se ha iniciado,EP03,,,,
,US18,Panel de Triaje de Pacientes,"Como dietista-nutricionista, quiero ver al ingresar al portal una lista de mis pacientes asignados ordenada automáticamente por prioridad clínica calculada, para identificar de inmediato a quienes requieren atención urgente y organizar mejor mi carga de trabajo.","CA01 — Panel cargado con priorización clínica correcta
Dado que un nutricionista autenticado accede a su portal,
Cuando el sistema carga el panel principal,
Entonces muestra la lista de pacientes asignados ordenada por prioridad clínica calculada en base a los tres criterios definidos: puntaje IBS-SSS reciente mayor a 300 como prioridad alta, ausencia de registros de comida o síntomas en los últimos 3 días como prioridad media, y recomendaciones en estado Pending_Review con más de 24 horas sin revisión como prioridad alta.

CA02 — Panel informativo sin pacientes asignados
Dado que un nutricionista accede al portal sin tener pacientes asignados,
Cuando el sistema carga el panel,
Entonces muestra un estado vacío con un mensaje que indica que no hay pacientes asignados actualmente y orienta sobre cómo gestionar las asignaciones mediante el código de invitación, sin mostrar errores del sistema.

CA03 — Manejo de error al cargar el panel
Dado que el nutricionista intenta acceder al panel principal,
Cuando ocurre un error de conectividad o disponibilidad del sistema durante la carga,
Entonces el sistema muestra un mensaje claro indicando que no fue posible cargar el panel en ese momento, ofrece la opción de reintentar la carga, y no cierra ni invalida la sesión activa del nutricionista.",Must Have,5,3,No se ha iniciado,EP04,,,,
,US19,Generación de Código de Invitación para Paciente,"Como dietista-nutricionista, quiero generar un código único de invitación para compartirlo con un nuevo paciente, para que al registrarse quede vinculado directamente a mi seguimiento sin necesidad de intermediarios.","CA01 — Código de invitación generado correctamente
Dado que el dietista-nutricionista accede al módulo de gestión de pacientes desde su portal,
Cuando solicita generar un código de invitación para un nuevo paciente,
Entonces el sistema genera un código alfanumérico único con validez de 72 horas, lo muestra al dietista-nutricionista para que pueda compartirlo, y registra la generación con fecha, hora e identificador del nutricionista que lo generó.

CA02 — Código expirado o ya utilizado al intentar registrarse
Dado que un paciente intenta registrarse ingresando un código de invitación,
Cuando el código ya fue utilizado por otro paciente o su período de validez de 72 horas expiró,
Entonces el sistema informa al paciente que el código no es válido, sugiere contactar a su nutricionista para obtener uno nuevo, y no crea la cuenta ni el vínculo clínico.",Should Have,2,2,No se ha iniciado,EP04,,,,
,US20,Vinculación de Paciente mediante Código de Invitación,"Como paciente, quiero ingresar el código de invitación que me proporcionó mi nutricionista durante el registro, para quedar vinculado a su seguimiento clínico desde el primer día de uso de la aplicación.","CA01 — Vinculación exitosa con código válido
Dado que un paciente está completando su registro y tiene un código de invitación vigente proporcionado por su nutricionista,
Cuando ingresa el código en el campo correspondiente y confirma,
Entonces el sistema valida el código, establece la relación clínica entre el paciente y el nutricionista, marca el código como utilizado para evitar reusos, notifica al nutricionista del nuevo ingreso y hace que el paciente aparezca en su panel.

CA02 — Registro sin código de invitación
Dado que un paciente intenta registrarse sin disponer de un código de invitación,
Cuando omite ese campo durante el registro,
Entonces el sistema le permite completar el registro y acceder a la aplicación, lo marca internamente como paciente no asignado, le informa que sin código no tiene nutricionista asignado y que puede ingresar el código más adelante desde la configuración de su perfil.",Must Have,2,2,No se ha iniciado,EP04,,,,
,US21,Métricas de Evolución del Paciente,"Como dietista-nutricionista, quiero acceder a la vista de detalle de un paciente y ver gráficos que muestren la evolución de su puntaje IBS-SSS a lo largo del tiempo y la frecuencia con la que registra comidas y síntomas, para evaluar objetivamente si la intervención está produciendo mejoras clínicas sostenidas.","CA01 — Gráfico de evolución disponible con datos suficientes
Dado que el nutricionista accede al perfil de un paciente con al menos dos evaluaciones IBS-SSS registradas,
Cuando abre la sección de métricas de evolución,
Entonces el sistema muestra una línea de tiempo con todos los puntajes IBS-SSS ordenados cronológicamente, la diferencia porcentual entre la línea base y el resultado más reciente, y un indicador de frecuencia de registro de los últimos 14 días.

CA02 — Vista informativa cuando solo existe la línea base
Dado que el nutricionista accede a las métricas de un paciente que únicamente tiene la evaluación de línea base registrada,
Cuando abre la sección de métricas,
Entonces el sistema muestra el puntaje de línea base disponible con un mensaje que indica que se necesita al menos una evaluación periódica adicional para mostrar tendencia, e informa la fecha estimada de la próxima evaluación programada.",Should Have,5,4,No se ha iniciado,EP04,,,,
,US22,Reporte Clínico PDF para el Nutricionista,"Como dietista-nutricionista, quiero generar un reporte PDF por paciente con la evolución de su puntaje IBS-SSS, el historial de recomendaciones con mis notas clínicas y la frecuencia de registro del período seleccionado, para llevar información estructurada a las consultas clínicas y mantener un respaldo documentado de la intervención.","CA01 — Reporte PDF generado correctamente con protección
Dado que el nutricionista accede al perfil de un paciente con datos suficientes en el período seleccionado,
Cuando selecciona el rango de fechas y solicita la generación del reporte,
Entonces el sistema genera un PDF que incluye la evolución IBS-SSS del período, las recomendaciones aprobadas con las notas clínicas correspondientes y la frecuencia de registro, aplica protección de apertura con contraseña generada automáticamente, y entrega el archivo y la contraseña al nutricionista de forma separada, registrando la generación en el audit log.

CA02 — Error de generación por datos insuficientes en el período
Dado que el nutricionista solicita un reporte de un período sin registros del paciente,
Cuando el sistema intenta generar el PDF,
Entonces informa al nutricionista que no existen datos suficientes para el período seleccionado, sugiere ampliar el rango de fechas, y no genera ningún archivo vacío.",Could Have,5,4,No se ha iniciado,EP04,,,,
,US23,Gráficos de Evolución de Síntomas,"Como paciente, quiero visualizar un gráfico que muestre la evolución de mis puntajes IBS-SSS a lo largo de las semanas en relación con mis registros de alimentos, para comprender visualmente si los cambios en mi dieta están produciendo mejoras en mis síntomas.","CA01 — Gráfico de evolución disponible con datos suficientes
Dado que un paciente tiene al menos dos evaluaciones IBS-SSS completadas y registros de comida en el período,
Cuando accede a la sección de evolución,
Entonces el sistema muestra una línea de tiempo con los puntajes IBS-SSS ordenados cronológicamente, un indicador del cambio porcentual respecto a la línea base, y la opción de seleccionar un rango de fechas para filtrar la vista.

CA02 — Estado informativo con una sola evaluación disponible
Dado que el paciente únicamente tiene la evaluación de línea base registrada,
Cuando accede a la sección de evolución,
Entonces el sistema muestra el puntaje de línea base con un mensaje que explica que el gráfico completo estará disponible después de la primera evaluación periódica, e indica la fecha estimada de esa próxima evaluación.",Should Have,5,4,No se ha iniciado,EP05,,,,
,US24,Reporte PDF Personal del Paciente,"Como paciente, quiero generar y descargar un documento PDF con mi historial de comidas, mis picos de síntomas y las recomendaciones que he recibido en el período que elija, para poder compartirlo con mi médico tratante o nutricionista en consultas externas a la aplicación.","CA01 — Reporte personal generado correctamente
Dado que un paciente con al menos 7 días de registros accede a la opción de generar su reporte,
Cuando selecciona el período deseado y confirma la generación,
Entonces el sistema genera un PDF que incluye el historial de comidas del período, los síntomas registrados con sus intensidades, los puntajes IBS-SSS correspondientes y las recomendaciones recibidas, aplica protección al documento y lo entrega para descarga directa desde la aplicación.

CA02 — Sin datos en el período seleccionado
Dado que el paciente solicita un reporte de un período en el que no tiene registros,
Cuando el sistema procesa la solicitud,
Entonces informa al paciente que no hay datos disponibles en ese período, sugiere seleccionar un rango diferente, y no genera ningún PDF vacío.",Should Have,5,4,No se ha iniciado,EP05,,,,
,US25,Descarga de Datos Personales,"Como paciente, quiero solicitar la descarga completa de todos mis datos registrados en la aplicación en un formato estructurado, para ejercer mi derecho a la portabilidad de datos reconocido por la Ley 29733 y poder llevar mi información clínica a otra plataforma si así lo decido.","CA01 — Exportación exitosa de todos los datos del paciente
Dado que un paciente solicita la exportación de sus datos desde la configuración de su cuenta y confirma la solicitud,
Cuando el sistema procesa la exportación,
Entonces genera un archivo comprimido con archivos CSV separados para comidas, síntomas, cuestionarios IBS-SSS, recomendaciones recibidas y perfil clínico, lo entrega para descarga directa, y registra la exportación en el audit log con fecha y hora.

CA02 — Exportación cuando solo existe el perfil clínico sin registros adicionales
Dado que un paciente solicita la exportación teniendo únicamente el perfil clínico sin registros adicionales,
Cuando el sistema procesa la solicitud,
Entonces genera igualmente el archivo comprimido incluyendo todos los archivos CSV con sus encabezados correctos aunque estén vacíos, e informa al paciente de qué datos están incluidos en la exportación.",Should Have,3,5,Completado,EP06,,,,
,US26,Eliminación de Cuenta y Datos Identificables,"Como paciente, quiero solicitar la eliminación de mi cuenta y mis datos identificables, para ejercer mi derecho al olvido conforme a la Ley 29733, siendo informado de antemano qué datos se eliminarán y cuáles deberán conservarse de forma anonimizada por obligación normativa clínica.","CA01 — Eliminación exitosa con retención normativa informada al paciente
Dado que un paciente solicita la eliminación de su cuenta desde la configuración,
Cuando lee y confirma el aviso que detalla que sus datos identificables serán eliminados pero que los datos anonimizados vinculados al protocolo clínico activo serán retenidos durante el período mínimo exigido por la normativa sanitaria peruana,
Entonces el sistema elimina los datos identificables, anonimiza los registros clínicos que deben conservarse, desactiva el acceso a la cuenta de forma inmediata, envía una confirmación al correo del usuario, y registra la operación completa en el audit log.

CA02 — Confirmación adicional cuando existe un piloto clínico activo
Dado que un paciente con participación activa en el piloto clínico solicita la eliminación de su cuenta,
Cuando el sistema detecta que hay un protocolo clínico activo asociado a su cuenta,
Entonces informa al paciente de las implicaciones de la eliminación durante el período del piloto, describe qué datos se conservarán y por qué razón normativa, requiere una confirmación adicional explícita antes de proceder, y solo ejecuta la eliminación completa si el paciente confirma habiendo leído esa información.",Could Have,2,5,Completado,EP06,,,,
,US27,Glosario de Terminología Clínica,"Como paciente o dietista-nutricionista, quiero acceder a un glosario dentro de la aplicación que defina los términos médicos y nutricionales usados en las recomendaciones y reportes, para interpretar correctamente la información clínica sin necesidad de buscar definiciones externas.","CA01 — Consulta exitosa de un término del glosario
Dado que un usuario accede al glosario desde el menú de ayuda o desde un término marcado dentro de una recomendación,
Cuando busca o selecciona un término,
Entonces el sistema muestra la definición estandarizada en español con lenguaje comprensible para el perfil del actor que consulta, diferenciando si es un término nutricional, clínico del SII o propio del sistema.

CA02 — Término no encontrado en el glosario
Dado que un usuario busca un término en el glosario,
Cuando ese término no existe en el catálogo actual,
Entonces el sistema informa que el término no está en el glosario, ofrece términos similares si los hay, y en el caso específico del nutricionista ofrece la opción de solicitar su adición al catálogo.",Could Have,2,5,Completado,EP06,,,,
,US28,Perfil de paciente,"Como paciente, quiero acceder a una pantalla que muestre mi información personal, el estado actual de mi seguimiento clínico, mi perfil de SII y un resumen de mi evolución del puntaje IBS-SSS desde la línea base, para tener visibilidad permanente de mi estado dentro del piloto y poder editar mi información personal cuando lo necesite.","CA01 — Visualización exitosa del perfil completo
Dado que un paciente autenticado con perfil clínico completo accede al tab ""Perfil"" del menú inferior, cuando el sistema carga la pantalla, entonces muestra el nombre completo y código del paciente, la fecha de inicio del piloto y nutricionista asignada, el subtipo de SII y alergias declaradas, los puntajes IBS-SSS de línea base y último, el cambio acumulado y, si la reducción supera los 50 puntos, una indicación visible de respuesta clínica significativa alcanzada.

CA02 — Edición de información personal
Dado que un paciente accede a su pantalla de perfil, cuando selecciona la opción ""Editar mi información"" y modifica uno o más campos con valores válidos, entonces el sistema valida los datos, persiste los cambios, registra la modificación en el audit log y refresca la información mostrada sin cerrar la sesión.",Could Have,3,4,Completado,EP06,,,,
,US29,Creación Manual de Recomendación por el Nutricionista,"Como dietista-nutricionista, quiero crear una recomendación dietética desde cero para un paciente específico sin pasar por el motor de IA, especificando título, descripción, pasos de aplicación opcionales y una nota clínica obligatoria, para atender situaciones donde mi juicio profesional indica una intervención que el sistema no generaría automáticamente.","CA01 — Creación exitosa de recomendación manual
Dado que un nutricionista accede al panel de un paciente asignado y selecciona la opción de crear recomendación manual, cuando completa el título, la descripción, una nota clínica de al menos 10 caracteres y confirma, entonces el sistema persiste la recomendación con source manual, statys aprobado, registra al nutricionista como autor, dispara la notificación al paciente y deja constancia en el audit log.

CA02 — Rechazo por nota clínica insuficiente o paciente no asignado
Dado que un nutricionista intenta crear una recomendación manual, cuando la nota clínica tiene menos de 10 caracteres o el paciente seleccionado no está en su lista de asignados activos, entonces el sistema rechaza la creación, indica el motivo específico del error, no persiste ningún registro parcial y conserva los datos válidos ya ingresados.",Must Have,5,3,No se ha iniciado,EP03,,,,
,US30,Archivado de Recomendación con Motivo Registrado,"Como dietista-nutricionista, quiero archivar una recomendación previamente aprobada indicando el motivo del archivado (caducidad temporal, sustitución manual, cumplimiento del objetivo o cambio de plan clínico), para mantener actualizado el plan vigente del paciente sin perder la trazabilidad histórica de las recomendaciones anteriores.","CA01 — Archivado exitoso con motivo registrado
Dado que un nutricionista accede a una recomendación activa de su paciente, cuando selecciona la acción de archivar, elige uno de los motivos del catálogo cerrado y confirma, entonces el sistema actualiza is_active = false, registra archived_at, persiste el motivo en archive_reason, la recomendación deja de mostrarse en la lista activa del paciente y aparece en la sección histórica, y la operación queda registrada en el audit log.

CA02 — Archivado automático por caducidad temporal
Dado que el sistema ejecuta el job diario de archivado, cuando detecta recomendaciones con campo valid_until vencido, entonces las marca automáticamente como archivadas con motivo temporal_expiration, sin requerir intervención del nutricionista, y la información queda visible en la sección histórica del paciente.",Should Have,5,4,No se ha iniciado,EP03,,,,
,,,,,,159,,,,,,,
